FIPS,combined_mort_y,female_mort_y,male_mort_y,Year,Days.with.AQI,Good.Days,Moderate.Days,Unhealthy.Sensitive.Days,Unhealthy.Days,Very.Unhealthy.Days,Hazardous.Days,Max.AQI,Ninetieth.Percentile.AQI,Median.AQI,Days.CO,Days.NO2,Days.Ozone,Days.SO2,Days.PM2.5,Days.PM10,Latitude,Longitude,mean_mort_c,mean_mort_f,mean_mort_m
18045,49.5056758649662,24.705843246729803,91.42482714228692,1980,211,0.5876777251184829,0.24170616113744103,0.13270142180094802,0.037914691943128,0.0,0.0,200,119,44,0.0,0.0,0.0,1.0,0.0,0.0,40.121282,87.234806,43.05180339195871,24.1727840939704,73.7543546724841
38025,31.2408626985009,10.3587599447933,53.1254416245996,1980,324,0.9012345679012349,0.0679012345679012,0.0277777777777778,0.00308641975308642,0.0,0.0,161,50,29,0.0,0.0771604938271605,0.645061728395062,0.277777777777778,0.0,0.0,47.35461,102.612365,43.05180339195871,24.1727840939704,73.7543546724841
1097,43.78033030328,25.2547877530872,76.0480434432728,1980,286,0.629370629370629,0.21678321678321696,0.122377622377622,0.027972027972028,0.0034965034965035,0.0,204,119,41,0.0,0.0,0.237762237762238,0.7622377622377621,0.0,0.0,30.684572999999997,88.196568,43.05180339195871,24.1727840939704,73.7543546724841
29165,47.2423651703487,28.1402909046732,76.6310206540999,1980,328,0.6493902439024389,0.207317073170732,0.109756097560976,0.0274390243902439,0.00609756097560976,0.0,210,115,33,0.00914634146341463,0.0,0.625,0.365853658536585,0.0,0.0,39.378696000000005,94.761472,43.05180339195871,24.1727840939704,73.7543546724841
48135,56.330614260568396,35.4627036348757,89.6027359798012,1980,328,0.75609756097561,0.21036585365853697,0.0304878048780488,0.00304878048780488,0.0,0.0,164,74,43,0.0152439024390244,0.225609756097561,0.7378048780487799,0.0213414634146341,0.0,0.0,31.865301000000002,102.542507,43.05180339195871,24.1727840939704,73.7543546724841
12001,46.921869391496294,26.1141352749891,78.7898894179344,1980,152,0.921052631578947,0.0526315789473684,0.0131578947368421,0.0131578947368421,0.0,0.0,177,48,24,0.0,0.0,0.921052631578947,0.0789473684210526,0.0,0.0,29.67574,82.357221,43.05180339195871,24.1727840939704,73.7543546724841
8077,55.529661161556504,29.6648474223714,92.3660163004849,1980,303,0.9438943894389442,0.0561056105610561,0.0,0.0,0.0,0.0,67,47,18,1.0,0.0,0.0,0.0,0.0,0.0,39.019492,108.46183700000002,43.05180339195871,24.1727840939704,73.7543546724841
55105,40.2177510362232,24.056593950320398,67.48301146622089,1980,366,0.609289617486339,0.224043715846995,0.150273224043716,0.0163934426229508,0.0,0.0,200,117,39,0.0,0.0710382513661202,0.396174863387978,0.532786885245902,0.0,0.0,42.669931,89.075119,43.05180339195871,24.1727840939704,73.7543546724841
22033,29.4525823965211,17.999231423997397,50.34087852374821,1980,336,0.6428571428571429,0.211309523809524,0.0952380952380952,0.0327380952380952,0.0178571428571429,0.0,240,112,39,0.0,0.0,0.880952380952381,0.11904761904761901,0.0,0.0,30.544002000000003,91.093174,43.05180339195871,24.1727840939704,73.7543546724841
29189,33.525514014523104,22.4877052591239,54.129422758586905,1980,356,0.143258426966292,0.373595505617978,0.334269662921348,0.11235955056179801,0.0365168539325843,0.0,242,166,97,0.0196629213483146,0.16011235955056197,0.38764044943820203,0.4325842696629211,0.0,0.0,38.640702000000005,90.445954,43.05180339195871,24.1727840939704,73.7543546724841
39003,42.853685057460495,24.556304195841104,75.15791672231991,1980,113,0.8849557522123891,0.079646017699115,0.0353982300884956,0.0,0.0,0.0,118,52,17,0.0,0.0,0.27433628318584097,0.725663716814159,0.0,0.0,40.771528,84.106546,43.05180339195871,24.1727840939704,73.7543546724841
13245,47.215072385103205,26.3660533673247,85.4838243282615,1980,333,0.942942942942943,0.05705705705705699,0.0,0.0,0.0,0.0,90,43,13,0.0,0.0,0.0,1.0,0.0,0.0,33.361487,82.074998,43.05180339195871,24.1727840939704,73.7543546724841
2090,45.7313820578085,31.2441257097264,61.562576730610296,1980,356,0.6713483146067422,0.22471910112359503,0.0674157303370786,0.0280898876404494,0.00842696629213483,0.0,210,103,33,1.0,0.0,0.0,0.0,0.0,0.0,64.690832,146.599867,43.05180339195871,24.1727840939704,73.7543546724841
48245,35.8146020570206,20.0238640672629,62.225588789925204,1980,310,0.532258064516129,0.23225806451612901,0.145161290322581,0.0645161290322581,0.0258064516129032,0.0,235,148,47,0.0161290322580645,0.109677419354839,0.532258064516129,0.341935483870968,0.0,0.0,29.854,94.149331,43.05180339195871,24.1727840939704,73.7543546724841
48233,46.3001714322894,26.1907270776331,75.20321479689021,1980,94,0.8085106382978721,0.170212765957447,0.0212765957446809,0.0,0.0,0.0,112,61,43,0.0,0.0,1.0,0.0,0.0,0.0,35.837047,101.362746,43.05180339195871,24.1727840939704,73.7543546724841
6051,39.8511839798661,26.733541898859,53.9367299138168,1980,190,0.831578947368421,0.168421052631579,0.0,0.0,0.0,0.0,91,59,24,1.0,0.0,0.0,0.0,0.0,0.0,37.915836,118.87516699999999,43.05180339195871,24.1727840939704,73.7543546724841
8123,58.200336573867595,34.6440370667583,99.23647401401449,1980,364,0.722527472527473,0.239010989010989,0.0302197802197802,0.00824175824175824,0.0,0.0,192,77,43,0.351648351648352,0.0,0.6483516483516479,0.0,0.0,0.0,40.555794,104.383649,43.05180339195871,24.1727840939704,73.7543546724841
19061,36.3591543681793,21.546664827702603,67.7526278639084,1980,364,0.711538461538462,0.239010989010989,0.043956043956044,0.00274725274725275,0.00274725274725275,0.0,204,77,39,0.85989010989011,0.0,0.0,0.14010989010989,0.0,0.0,42.463481,90.878771,43.05180339195871,24.1727840939704,73.7543546724841
30043,70.1503999801173,40.447445423134,106.189970330231,1980,31,0.8387096774193549,0.0645161290322581,0.0967741935483871,0.0,0.0,0.0,130,81,14,0.0,0.0,0.0,1.0,0.0,0.0,46.126557,112.056771,43.05180339195871,24.1727840939704,73.7543546724841
42125,41.574611191509995,19.131760936399697,76.6613159732378,1980,351,0.35042735042734996,0.43589743589743607,0.156695156695157,0.0455840455840456,0.0113960113960114,0.0,212,128,62,0.0,0.0398860398860399,0.36182336182336206,0.598290598290598,0.0,0.0,40.200005,80.25213199999999,43.05180339195871,24.1727840939704,73.7543546724841
17133,39.1710174937878,20.742529441415602,67.7986917974403,1980,328,0.710365853658537,0.189024390243902,0.0792682926829268,0.0182926829268293,0.00304878048780488,0.0,202,101,38,0.0,0.0,1.0,0.0,0.0,0.0,38.277983,90.179078,43.05180339195871,24.1727840939704,73.7543546724841
4007,47.038995622074296,26.499813796617303,74.2255009985978,1980,366,0.240437158469945,0.0109289617486339,0.15573770491803302,0.592896174863388,0.0,0.0,200,200,173,0.0,0.0,0.0,1.0,0.0,0.0,33.789618,110.81187,43.05180339195871,24.1727840939704,73.7543546724841
39025,51.7675973655023,33.073362612361194,80.409388213888,1980,363,0.6446280991735539,0.203856749311295,0.11294765840220401,0.0358126721763085,0.00275482093663912,0.0,205,110,39,0.0,0.0,0.74931129476584,0.25068870523416004,0.0,0.0,39.052084,84.149614,43.05180339195871,24.1727840939704,73.7543546724841
48361,44.9783612936634,25.403490566639,76.7076982718702,1980,280,0.6178571428571429,0.185714285714286,0.0714285714285714,0.0714285714285714,0.0535714285714286,0.0,224,174,44,0.0,0.0964285714285714,0.8035714285714292,0.1,0.0,0.0,30.120918,93.89335799999999,43.05180339195871,24.1727840939704,73.7543546724841
30049,58.18167901371861,35.48271813781621,95.59499832524159,1980,257,0.5097276264591439,0.295719844357977,0.163424124513619,0.0311284046692607,0.0,0.0,200,114,50,0.0,0.0,0.0,1.0,0.0,0.0,47.122133000000005,112.382954,43.05180339195871,24.1727840939704,73.7543546724841
50023,47.806151691292705,24.6576108765485,93.5430652367877,1980,193,0.8860103626943009,0.11398963730569901,0.0,0.0,0.0,0.0,94,51,24,0.0,0.0,0.0,1.0,0.0,0.0,44.274953000000004,72.609475,43.05180339195871,24.1727840939704,73.7543546724841
26103,36.85032487587,18.1125007326582,65.2258249659834,1980,365,0.8876712328767121,0.06301369863013699,0.0438356164383562,0.005479452054794521,0.0,0.0,169,56,36,0.0,0.0,0.8630136986301371,0.136986301369863,0.0,0.0,46.656597,87.584028,43.05180339195871,24.1727840939704,73.7543546724841
55139,30.69929673003,17.482559264684202,53.961094850336295,1980,193,0.7875647668393779,0.13989637305699498,0.0621761658031088,0.00518134715025907,0.00518134715025907,0.0,206,84,31,0.0,0.0,1.0,0.0,0.0,0.0,44.085707,88.668149,43.05180339195871,24.1727840939704,73.7543546724841
18089,37.139747123343206,21.7017389342717,60.8661683885106,1980,366,0.14207650273224,0.275956284153005,0.401639344262295,0.17759562841530102,0.00273224043715847,0.0,214,172,107,0.0,0.0,0.101092896174863,0.898907103825137,0.0,0.0,41.472239,87.374337,43.05180339195871,24.1727840939704,73.7543546724841
10001,42.2236900964386,27.4944281819277,67.1364542288555,1980,316,0.772151898734177,0.139240506329114,0.0474683544303797,0.0411392405063291,0.0,0.0,190,94,29,0.0,0.0,0.41772151898734206,0.582278481012658,0.0,0.0,39.097088,75.50298199999999,43.05180339195871,24.1727840939704,73.7543546724841
39087,52.33624109467811,27.628341372987105,89.530116740705,1980,137,0.802919708029197,0.153284671532847,0.0437956204379562,0.0,0.0,0.0,139,72,24,0.0,0.0,0.0,1.0,0.0,0.0,38.603866,82.517186,43.05180339195871,24.1727840939704,73.7543546724841
6019,47.1518097285829,29.809955682776998,73.4554429157125,1980,366,0.193989071038251,0.35245901639344296,0.210382513661202,0.136612021857924,0.10655737704917999,0.0,238,201,90,0.0983606557377049,0.327868852459016,0.5737704918032789,0.0,0.0,0.0,36.761006,119.655019,43.05180339195871,24.1727840939704,73.7543546724841
49011,31.2428718869189,17.621720302748198,51.0788810584945,1980,366,0.469945355191257,0.341530054644809,0.153005464480874,0.0327868852459016,0.00273224043715847,0.0,224,116,56,0.008196721311475409,0.306010928961749,0.199453551912568,0.48633879781420797,0.0,0.0,41.037045,112.202123,43.05180339195871,24.1727840939704,73.7543546724841
31055,46.8406307708444,28.4733216098988,79.9080326283932,1980,366,0.5,0.24316939890710398,0.150273224043716,0.0601092896174863,0.046448087431694,0.0,226,154,51,0.153005464480874,0.0,0.633879781420765,0.21311475409836103,0.0,0.0,41.297090999999995,96.154066,43.05180339195871,24.1727840939704,73.7543546724841
6075,46.378694728106204,30.5835087935997,70.8450735432416,1980,366,0.7650273224043721,0.199453551912568,0.0355191256830601,0.0,0.0,0.0,127,79,38,0.14207650273224,0.620218579234973,0.22131147540983603,0.0163934426229508,0.0,0.0,37.727239000000004,123.032229,43.05180339195871,24.1727840939704,73.7543546724841
39153,42.4968181629135,25.292255898891696,72.0680959311181,1980,366,0.046448087431694,0.327868852459016,0.46448087431694,0.15573770491803302,0.00546448087431694,0.0,205,164,109,0.0245901639344262,0.0136612021857923,0.139344262295082,0.8224043715846991,0.0,0.0,41.121851,81.534936,43.05180339195871,24.1727840939704,73.7543546724841
21223,45.2958056044819,20.456916683207897,76.68797093464859,1980,274,0.576642335766423,0.306569343065693,0.0985401459854015,0.0182481751824818,0.0,0.0,200,104,43,0.0,0.113138686131387,0.0,0.886861313868613,0.0,0.0,38.618193,85.355171,43.05180339195871,24.1727840939704,73.7543546724841
18147,40.1191799567506,17.077833244516402,70.41132838738791,1980,274,0.23357664233576603,0.452554744525547,0.288321167883212,0.0255474452554745,0.0,0.0,195,121,74,0.0,0.0291970802919708,0.0,0.970802919708029,0.0,0.0,38.009789000000005,87.010645,43.05180339195871,24.1727840939704,73.7543546724841
19169,25.330346965795197,12.7525569500635,48.3947404749995,1980,180,0.816666666666667,0.12777777777777802,0.05,0.00555555555555556,0.0,0.0,163,74,7,0.0,0.0,0.0,1.0,0.0,0.0,42.037538,93.466093,43.05180339195871,24.1727840939704,73.7543546724841
39113,41.923643881351,25.4090611216189,70.43136296563691,1980,366,0.543715846994536,0.327868852459016,0.0819672131147541,0.0382513661202186,0.008196721311475409,0.0,208,107,49,0.120218579234973,0.229508196721312,0.431693989071038,0.218579234972678,0.0,0.0,39.755218,84.29054599999999,43.05180339195871,24.1727840939704,73.7543546724841
45023,37.7688862763987,15.7599143349206,77.7980684212287,1980,257,0.5408560311284051,0.214007782101167,0.194552529182879,0.0428015564202335,0.0077821011673151795,0.0,205,129,47,0.0,0.0,1.0,0.0,0.0,0.0,34.689345,81.161249,43.05180339195871,24.1727840939704,73.7543546724841
32031,69.3109478786808,50.9535704389386,96.66090908358,1980,366,0.453551912568306,0.33879781420765004,0.172131147540984,0.0273224043715847,0.008196721311475409,0.0,220,114,57,0.265027322404372,0.398907103825137,0.336065573770492,0.0,0.0,0.0,40.703311,119.710315,43.05180339195871,24.1727840939704,73.7543546724841
6037,39.61508120628171,27.9405878792321,60.6411980774012,1980,366,0.0163934426229508,0.202185792349727,0.218579234972678,0.128415300546448,0.426229508196721,0.008196721311475409,386,278,168,0.19672131147541003,0.254098360655738,0.5464480874316939,0.00273224043715847,0.0,0.0,34.196397999999995,118.26186200000001,43.05180339195871,24.1727840939704,73.7543546724841
49035,39.4471301211309,21.214557311681897,68.0970336426447,1980,366,0.12568306010929,0.262295081967213,0.401639344262295,0.193989071038251,0.0163934426229508,0.0,238,179,112,0.0327868852459016,0.0437158469945355,0.35519125683060104,0.568306010928962,0.0,0.0,40.667882,111.92424399999999,43.05180339195871,24.1727840939704,73.7543546724841
36085,35.9581318461849,24.230749488864998,56.4104655248625,1980,355,0.371830985915493,0.436619718309859,0.11267605633802802,0.0619718309859155,0.0169014084507042,0.0,225,126,58,0.0,0.154929577464789,0.307042253521127,0.538028169014084,0.0,0.0,40.563855,74.137063,43.05180339195871,24.1727840939704,73.7543546724841
13115,39.4068761690559,20.4702240281452,75.4506574838617,1980,326,0.751533742331288,0.202453987730061,0.0460122699386503,0.0,0.0,0.0,134,80,24,0.0,0.0,0.0,1.0,0.0,0.0,34.263677,85.21373,43.05180339195871,24.1727840939704,73.7543546724841
34009,37.8295264287155,23.9043728635365,59.2703027904866,1980,233,0.609442060085837,0.167381974248927,0.137339055793991,0.0643776824034335,0.0214592274678112,0.0,219,143,43,0.0,0.0,0.888412017167382,0.11158798283261802,0.0,0.0,39.086143,74.847716,43.05180339195871,24.1727840939704,73.7543546724841
35001,57.9167820436718,36.386783367757296,92.16436426181109,1980,366,0.439890710382514,0.423497267759563,0.0792349726775956,0.0327868852459016,0.0245901639344262,0.0,251,118,54,0.33060109289617495,0.133879781420765,0.53551912568306,0.0,0.0,0.0,35.054002000000004,106.66906499999999,43.05180339195871,24.1727840939704,73.7543546724841
47125,44.4925787893203,21.1150881776454,80.61149493935841,1980,366,0.5273224043715851,0.308743169398907,0.150273224043716,0.0136612021857923,0.0,0.0,200,114,43,0.0,0.0,0.0,1.0,0.0,0.0,36.500353999999994,87.380887,43.05180339195871,24.1727840939704,73.7543546724841
6041,46.5005341254848,39.148568889415,61.2296659494505,1980,366,0.775956284153005,0.19125683060109303,0.0327868852459016,0.0,0.0,0.0,115,68,38,0.0710382513661202,0.6639344262295079,0.265027322404372,0.0,0.0,0.0,38.051817,122.745974,43.05180339195871,24.1727840939704,73.7543546724841
49045,46.1021473599669,20.4511679841695,81.7692360192637,1980,270,0.7851851851851851,0.125925925925926,0.0888888888888889,0.0,0.0,0.0,148,94,0,0.0,0.0,0.0,1.0,0.0,0.0,40.467692,113.12401499999999,43.05180339195871,24.1727840939704,73.7543546724841
18177,39.377506329595,26.027271627300202,63.1374522310704,1980,107,0.654205607476635,0.149532710280374,0.149532710280374,0.0467289719626168,0.0,0.0,200,123,33,0.0,0.0,0.0,1.0,0.0,0.0,39.863091,85.00673499999999,43.05180339195871,24.1727840939704,73.7543546724841
49047,56.0354255412103,23.8542005610437,91.64562753946821,1980,256,0.99609375,0.00390625,0.0,0.0,0.0,0.0,100,28,19,0.0,0.84375,0.0,0.15625,0.0,0.0,40.125887,109.517748,43.05180339195871,24.1727840939704,73.7543546724841
12005,53.098623559736396,32.938354553893106,83.4235514574425,1980,182,0.5164835164835171,0.274725274725275,0.18681318681318695,0.021978021978022,0.0,0.0,170,119,49,0.0,0.0,0.0,1.0,0.0,0.0,30.237563,85.631348,43.05180339195871,24.1727840939704,73.7543546724841
41013,47.1553572360213,27.9323361718985,71.9900614593355,1980,321,0.912772585669782,0.0841121495327103,0.00311526479750779,0.0,0.0,0.0,126,50,40,0.0,0.0,1.0,0.0,0.0,0.0,44.163053999999995,120.37158500000001,43.05180339195871,24.1727840939704,73.7543546724841
17201,39.3439307010529,22.470748503145103,67.5006657720285,1980,341,0.894428152492669,0.0821114369501466,0.0205278592375367,0.00293255131964809,0.0,0.0,169,51,27,0.0,0.0,0.651026392961877,0.348973607038123,0.0,0.0,42.337396000000005,89.16120500000001,43.05180339195871,24.1727840939704,73.7543546724841
50001,50.505042831017796,25.1577150724721,89.2398338290465,1980,355,0.769014084507042,0.157746478873239,0.0507042253521127,0.0197183098591549,0.00281690140845071,0.0,203,87,36,0.0,0.0,1.0,0.0,0.0,0.0,44.031248,73.141581,43.05180339195871,24.1727840939704,73.7543546724841
12117,43.422529270185,28.060605364143502,67.0397857248022,1980,154,0.8766233766233771,0.0909090909090909,0.025974025974026,0.00649350649350649,0.0,0.0,151,54,28,0.0,0.0,1.0,0.0,0.0,0.0,28.690078999999997,81.13198,43.05180339195871,24.1727840939704,73.7543546724841
50007,47.583358087944795,27.9736643247497,85.4265405610125,1980,363,0.8622589531680441,0.110192837465565,0.0220385674931129,0.00550964187327824,0.0,0.0,164,58,26,0.297520661157025,0.0,0.308539944903581,0.393939393939394,0.0,0.0,44.460676,73.070525,43.05180339195871,24.1727840939704,73.7543546724841
12017,31.5877070980752,19.827215666517898,45.5997606537184,1980,357,0.8291316526610641,0.0896358543417367,0.0784313725490196,0.00280112044817927,0.0,0.0,152,82,9,0.0,0.0,0.0,1.0,0.0,0.0,28.843628000000002,82.524796,43.05180339195871,24.1727840939704,73.7543546724841
37047,36.43650749485629,17.8529243030163,66.5096896628507,1980,262,0.7862595419847329,0.12977099236641199,0.0725190839694656,0.0114503816793893,0.0,0.0,200,84,13,0.0,0.0,0.0,1.0,0.0,0.0,34.260471,78.63637800000001,43.05180339195871,24.1727840939704,73.7543546724841
19113,44.0372492880725,24.3015982003745,79.80933240483591,1980,364,0.458791208791209,0.30494505494505497,0.225274725274725,0.010989010989011,0.0,0.0,200,117,57,0.0549450549450549,0.0,0.28846153846153805,0.6565934065934069,0.0,0.0,42.077951,91.597674,43.05180339195871,24.1727840939704,73.7543546724841
47009,33.7567960904324,16.8250428880764,60.125726000139295,1980,342,0.5350877192982461,0.30409356725146197,0.13742690058479498,0.0233918128654971,0.0,0.0,200,114,47,0.0,0.0,0.0,1.0,0.0,0.0,35.688185,83.922973,43.05180339195871,24.1727840939704,73.7543546724841
36001,40.64155046223279,26.4635378668376,67.21760663959421,1980,175,0.268571428571429,0.42285714285714293,0.29142857142857104,0.0171428571428571,0.0,0.0,178,114,75,0.0,0.0,0.0,1.0,0.0,0.0,42.588271,73.974014,43.05180339195871,24.1727840939704,73.7543546724841
17167,41.3795731064301,25.4017115317384,72.0742783230911,1980,351,0.39601139601139596,0.307692307692308,0.19373219373219397,0.102564102564103,0.0,0.0,200,151,62,0.339031339031339,0.0,0.24786324786324804,0.41310541310541293,0.0,0.0,39.756378000000005,89.662311,43.05180339195871,24.1727840939704,73.7543546724841
26057,37.7840512737198,20.3138829842073,66.3660251378757,1980,359,0.766016713091922,0.10027855153203301,0.128133704735376,0.00557103064066853,0.0,0.0,152,120,27,0.0,0.0,0.0,1.0,0.0,0.0,43.292326,84.60469,43.05180339195871,24.1727840939704,73.7543546724841
24043,42.1195757282673,23.0156380269813,74.1634060129825,1980,114,0.921052631578947,0.0789473684210526,0.0,0.0,0.0,0.0,80,48,30,0.719298245614035,0.0,0.280701754385965,0.0,0.0,0.0,39.603621000000004,77.81467099999999,43.05180339195871,24.1727840939704,73.7543546724841
12039,41.760864939977495,21.4065495835739,76.7567149732666,1980,182,0.879120879120879,0.0659340659340659,0.0384615384615385,0.0164835164835165,0.0,0.0,183,67,10,0.0,0.0,0.0,1.0,0.0,0.0,30.57917,84.612783,43.05180339195871,24.1727840939704,73.7543546724841
6053,45.37159471065289,31.6424766373827,67.59549283812329,1980,366,0.868852459016393,0.109289617486339,0.0136612021857923,0.00546448087431694,0.00273224043715847,0.0,203,57,37,0.00546448087431694,0.289617486338798,0.704918032786885,0.0,0.0,0.0,36.240107,121.315573,43.05180339195871,24.1727840939704,73.7543546724841
21035,37.9808441823088,13.8188769486675,73.1063879465726,1980,165,0.545454545454545,0.23636363636363603,0.15757575757575798,0.0606060606060606,0.0,0.0,195,129,48,0.0,0.0,1.0,0.0,0.0,0.0,36.620978,88.274086,43.05180339195871,24.1727840939704,73.7543546724841
19153,37.01768690683671,22.269851676687303,65.4672985223818,1980,362,0.312154696132597,0.475138121546961,0.174033149171271,0.0331491712707182,0.00552486187845304,0.0,210,127,68,0.693370165745856,0.0,0.21270718232044197,0.0939226519337016,0.0,0.0,41.684281,93.56971999999999,43.05180339195871,24.1727840939704,73.7543546724841
21091,47.717126364204596,18.2447400355326,81.4549794892361,1980,260,0.47307692307692295,0.380769230769231,0.134615384615385,0.0115384615384615,0.0,0.0,200,108,52,0.0,0.0,0.0923076923076923,0.907692307692308,0.0,0.0,37.843389,86.792773,43.05180339195871,24.1727840939704,73.7543546724841
50027,48.28078102619389,27.2791663331668,82.6094765552996,1980,107,0.785046728971963,0.214953271028037,0.0,0.0,0.0,0.0,89,60,23,0.0,0.0,0.0,1.0,0.0,0.0,43.588143,72.591515,43.05180339195871,24.1727840939704,73.7543546724841
37119,39.3299896918197,22.9750396420643,71.04092045517649,1980,366,0.16120218579235002,0.461748633879781,0.262295081967213,0.0846994535519126,0.0300546448087432,0.0,241,155,87,0.377049180327869,0.0,0.415300546448087,0.20765027322404395,0.0,0.0,35.246862,80.833832,43.05180339195871,24.1727840939704,73.7543546724841
24003,47.5061407776468,31.2170955076771,75.96336113024451,1980,354,0.35310734463276794,0.409604519774011,0.110169491525424,0.0734463276836158,0.0536723163841808,0.0,224,156,64,0.0,0.135593220338983,0.401129943502825,0.463276836158192,0.0,0.0,38.993373999999996,76.560511,43.05180339195871,24.1727840939704,73.7543546724841
55043,37.076040696990205,14.1766286179717,75.94678015372,1980,335,0.683582089552239,0.19104477611940301,0.11940298507462699,0.00597014925373134,0.0,0.0,158,108,38,0.0,0.0208955223880597,0.585074626865672,0.394029850746269,0.0,0.0,42.870062,90.695368,43.05180339195871,24.1727840939704,73.7543546724841
17179,38.718850646100606,20.7425735273727,68.25663900167591,1980,311,0.787781350482315,0.16398713826366598,0.0385852090032154,0.00964630225080386,0.0,0.0,158,71,31,0.0,0.0,0.0,1.0,0.0,0.0,40.508074,89.51626,43.05180339195871,24.1727840939704,73.7543546724841
47037,43.128135468458005,23.7875989971945,78.71537041002699,1980,366,0.404371584699454,0.513661202185792,0.0737704918032787,0.008196721311475409,0.0,0.0,169,97,56,0.620218579234973,0.0,0.275956284153005,0.10382513661202197,0.0,0.0,36.169129,86.78479,43.05180339195871,24.1727840939704,73.7543546724841
22019,39.028842345087796,19.8801538521057,69.0243917902477,1980,263,0.8288973384030419,0.0988593155893536,0.0570342205323194,0.0038022813688212897,0.0114068441064639,0.0,238,84,30,0.0,0.0,1.0,0.0,0.0,0.0,30.229559000000002,93.35801500000001,43.05180339195871,24.1727840939704,73.7543546724841
27075,34.0360916136731,18.237118721192502,55.7035714446745,1980,207,0.956521739130435,0.0338164251207729,0.00483091787439614,0.00483091787439614,0.0,0.0,192,44,31,0.0,0.0,0.956521739130435,0.0434782608695652,0.0,0.0,47.517111,91.411704,43.05180339195871,24.1727840939704,73.7543546724841
27163,40.987280286113894,23.7518844701539,68.3747977138387,1980,343,0.524781341107872,0.271137026239067,0.169096209912536,0.0349854227405248,0.0,0.0,185,123,49,0.0,0.0,0.279883381924198,0.7201166180758021,0.0,0.0,45.037929,92.890117,43.05180339195871,24.1727840939704,73.7543546724841
6083,42.0697578614617,29.3814616805889,63.5272647369563,1980,366,0.34972677595628404,0.508196721311475,0.117486338797814,0.0191256830601093,0.00546448087431694,0.0,213,108,61,0.08743169398907101,0.193989071038251,0.6639344262295079,0.0546448087431694,0.0,0.0,34.537378000000004,120.03848500000001,43.05180339195871,24.1727840939704,73.7543546724841
