"","Unnamed..0","Year","FIPS","combined_mort_y","female_mort_y","male_mort_y","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.Sensitive.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","Ninetieth.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.SO2","Days.PM2.5","Days.PM10","Latitude","Longitude","mean_mort_c","mean_mort_f","mean_mort_m"
"1",7930,1995,26103,59.7538735583065,57.0363481795698,64.6955731696382,58,0.982758620689655,0.0172413793103448,0,0,0,0,60,26,10,0,0,0,0,0,1,46.656597,87.584028,54.7177865912718,40.6078234344599,78.6129323676149
"2",7931,1995,26139,59.3794568115846,54.4340556046045,69.4386606095177,179,0.743016759776536,0.162011173184358,0.0837988826815642,0.0111731843575419,0,0,172,97,39,0,0,1,0,0,0,42.942346,86.655342,54.7177865912718,40.6078234344599,78.6129323676149
"3",7932,1995,55079,58.6221550022439,55.3978802027781,64.4593906982638,365,0.679452054794521,0.213698630136986,0.0712328767123288,0.0219178082191781,0.0136986301369863,0,212,102,43,0.010958904109589,0.476712328767123,0.361643835616438,0.13972602739726,0,0.010958904109589,43.017655,87.481575,54.7177865912718,40.6078234344599,78.6129323676149
"4",7933,1995,30007,59.3300230714513,56.6402339656735,63.6617108130792,363,0.986225895316804,0.0110192837465565,0.00275482093663912,0,0,0,107,23,10,0,0,0,0.426997245179063,0,0.573002754820937,46.334476,111.496103,54.7177865912718,40.6078234344599,78.6129323676149
"5",7934,1995,36103,58.8677446787347,57.0013682149265,62.028137281049,364,0.807692307692308,0.126373626373626,0.0412087912087912,0.010989010989011,0.0137362637362637,0,212,84,36,0,0,0.791208791208791,0.208791208791209,0,0,40.943554,72.692218,54.7177865912718,40.6078234344599,78.6129323676149
"6",7935,1995,39023,36.6191624417963,21.0246137593031,62.1975493534683,357,0.677871148459384,0.19327731092437,0.103641456582633,0.0224089635854342,0.00280112044817927,0,208,108,39,0,0,0.588235294117647,0.411764705882353,0,0,39.917032,83.783676,54.7177865912718,40.6078234344599,78.6129323676149
"7",7936,1995,55061,38.9111908653066,24.4874617489029,62.8743228311544,183,0.748633879781421,0.136612021857924,0.0819672131147541,0.0273224043715847,0.00546448087431694,0,204,105,41,0,0,1,0,0,0,44.500949,87.161813,54.7177865912718,40.6078234344599,78.6129323676149
"8",7937,1995,36027,46.0523060650233,35.9670257422999,62.565008163656,359,0.838440111420613,0.105849582172702,0.0389972144846797,0.0167130919220056,0,0,185,84,33,0,0,1,0,0,0,41.755009,73.739951,54.7177865912718,40.6078234344599,78.6129323676149
"9",7938,1995,23029,47.1056411612916,36.3642412846535,64.509313685085,226,0.893805309734513,0.0619469026548672,0.0353982300884956,0.00884955752212389,0,0,190,55,33,0,0,0.778761061946903,0,0.221238938053097,0,44.967009,67.609354,54.7177865912718,40.6078234344599,78.6129323676149
"10",7939,1995,48121,47.5115325889605,40.0140261357451,58.7102918659769,364,0.615384615384615,0.197802197802198,0.0824175824175824,0.0796703296703297,0.0247252747252747,0,214,151,44,0,0,1,0,0,0,33.205005,97.119046,54.7177865912718,40.6078234344599,78.6129323676149
"11",7940,1995,37199,46.1051358352193,39.8795404098241,54.8719972486279,170,0.235294117647059,0.452941176470588,0.229411764705882,0.0823529411764706,0,0,200,143,80,0,0,1,0,0,0,35.889504,82.30398,54.7177865912718,40.6078234344599,78.6129323676149
"12",7941,1995,49019,45.4429513239237,35.0689508608387,62.575799941167,59,0.949152542372881,0.0508474576271186,0,0,0,0,81,45,21,0,0,0,0,0,1,38.974326,109.57345,54.7177865912718,40.6078234344599,78.6129323676149
"13",7942,1995,12071,41.7583337280318,29.5559743927822,61.9740726238385,365,0.895890410958904,0.0958904109589041,0.00821917808219178,0,0,0,115,51,36,0,0,0.994520547945206,0,0,0.00547945205479452,26.552134,81.89225,54.7177865912718,40.6078234344599,78.6129323676149
"14",7943,1995,45037,46.0747994100339,37.2467334329314,59.9821327768976,353,0.781869688385269,0.189801699716714,0.028328611898017,0,0,0,129,84,37,0,0,1,0,0,0,33.776498,81.968245,54.7177865912718,40.6078234344599,78.6129323676149
"15",7944,1995,37191,38.6093079791415,26.5289790649747,58.7846070134057,61,1,0,0,0,0,0,38,28,18,0,0,0,0,0,1,35.362741,78.004826,54.7177865912718,40.6078234344599,78.6129323676149
"16",7945,1995,45039,48.1354341604976,39.43397917458,62.099655499498,58,0.982758620689655,0.0172413793103448,0,0,0,0,52,31,19,0,0,0,0,0,1,34.395669,81.127001,54.7177865912718,40.6078234344599,78.6129323676149
"17",7946,1995,6063,35.9575438285607,19.8911936994011,62.1121330145929,259,0.579150579150579,0.335907335907336,0.0810810810810811,0.00386100386100386,0,0,177,97,49,0,0,0.903474903474903,0,0,0.0965250965250965,39.99517,120.829516,54.7177865912718,40.6078234344599,78.6129323676149
"18",7947,1995,35003,47.7893406311827,40.0695666629946,59.5677915772643,100,0.99,0.01,0,0,0,0,54,34,15,0,0,0,0,1,0,33.901814,108.392097,54.7177865912718,40.6078234344599,78.6129323676149
"19",7948,1995,37109,45.5968187648102,38.1417770800253,56.8385113563639,238,0.542016806722689,0.331932773109244,0.100840336134454,0.0252100840336134,0,0,190,112,47,0,0,0.852941176470588,0.046218487394958,0,0.100840336134454,35.487825,81.225176,54.7177865912718,40.6078234344599,78.6129323676149
"20",7949,1995,35017,46.119496457219,38.8447987290068,56.1293256517746,365,0.854794520547945,0.123287671232877,0.0219178082191781,0,0,0,146,59,14,0,0,0,0.83013698630137,0,0.16986301369863,32.732087,108.381504,54.7177865912718,40.6078234344599,78.6129323676149
"21",7950,1995,35006,48.358709969188,39.287887716976,61.5912836128733,53,1,0,0,0,0,0,34,26,15,0,0,0,0,0,1,34.93205,108.000255,54.7177865912718,40.6078234344599,78.6129323676149
"22",7951,1995,5089,38.9882781836253,25.5519075801686,61.325628457943,60,1,0,0,0,0,0,43,32,16,0,0,0,0,0,1,36.266656,92.678588,54.7177865912718,40.6078234344599,78.6129323676149
"23",7952,1995,40071,46.3577689945094,38.7943988002251,57.3238093138738,364,0.95054945054945,0.0357142857142857,0.0137362637362637,0,0,0,117,40,10,0,0,0,0.906593406593407,0,0.0934065934065934,36.814842,97.143755,54.7177865912718,40.6078234344599,78.6129323676149
"24",7953,1995,21145,47.37929816505,40.6763345437536,57.2149731616224,365,0.726027397260274,0.227397260273973,0.0465753424657534,0,0,0,150,80,41,0.00821917808219178,0.191780821917808,0.438356164383562,0.315068493150685,0,0.0465753424657534,37.053688,88.712378,54.7177865912718,40.6078234344599,78.6129323676149
"25",7954,1995,5097,42.0409315442329,28.8229168756117,63.9585410713375,364,0.837912087912088,0.131868131868132,0.0302197802197802,0,0,0,122,67,36,0,0,1,0,0,0,34.545652,93.664147,54.7177865912718,40.6078234344599,78.6129323676149
"26",7955,1995,39121,45.2117435149901,37.3717966548075,56.3337772680664,58,0.948275862068966,0.0517241379310345,0,0,0,0,73,46,21,0,0,0,0,0,1,39.767232,81.452604,54.7177865912718,40.6078234344599,78.6129323676149
"27",7956,1995,56005,47.793037352218,40.9088061455496,57.7429590240022,62,0.887096774193548,0.112903225806452,0,0,0,0,79,52,23,0,0,0,0,0,1,44.241321,105.552029,54.7177865912718,40.6078234344599,78.6129323676149
"28",7957,1995,55071,43.5118674405789,33.0241830450188,60.8586481986453,184,0.592391304347826,0.233695652173913,0.0923913043478261,0.0489130434782609,0.0326086956521739,0,232,143,45,0,0,1,0,0,0,44.105108,87.313828,54.7177865912718,40.6078234344599,78.6129323676149
"29",7958,1995,53053,35.4228626398877,19.4046929446212,60.9766927239201,365,0.747945205479452,0.221917808219178,0.0301369863013699,0,0,0,129,67,39,0.0931506849315069,0,0.441095890410959,0.350684931506849,0.0164383561643836,0.0986301369863014,47.040716,122.144709,54.7177865912718,40.6078234344599,78.6129323676149
"30",7959,1995,13115,39.3775787154889,26.6720187067359,60.471463795457,351,0.943019943019943,0.0484330484330484,0.00854700854700855,0,0,0,119,39,6,0,0,0,1,0,0,34.263677,85.21373,54.7177865912718,40.6078234344599,78.6129323676149
"31",7960,1995,26037,35.1063841412311,18.9669418886324,61.0453749078246,183,0.825136612021858,0.131147540983607,0.0437158469945355,0,0,0,133,74,40,0,0,1,0,0,0,42.950455,84.591695,54.7177865912718,40.6078234344599,78.6129323676149
"32",7961,1995,6107,47.5991758492905,38.662196999584,62.0193687676048,365,0.386301369863014,0.235616438356164,0.241095890410959,0.126027397260274,0.010958904109589,0,207,164,74,0.00547945205479452,0.232876712328767,0.684931506849315,0,0.0493150684931507,0.0273972602739726,36.230453,118.780542,54.7177865912718,40.6078234344599,78.6129323676149
"33",7962,1995,23025,34.1398274268271,24.1412966966834,50.8577787864875,232,0.918103448275862,0.0732758620689655,0.00862068965517241,0,0,0,133,48,29,0,0,0.887931034482759,0,0,0.112068965517241,45.507482,69.97604,54.7177865912718,40.6078234344599,78.6129323676149
"34",7963,1995,38053,41.3215858137743,34.7895303242972,51.3409790929007,358,0.960893854748603,0.0363128491620112,0.00279329608938547,0,0,0,108,47,24,0,0,0.491620111731844,0.508379888268156,0,0,47.742475,103.403215,54.7177865912718,40.6078234344599,78.6129323676149
"35",7964,1995,12031,26.7729140213244,14.8113646999016,45.8128952201765,364,0.739010989010989,0.225274725274725,0.032967032967033,0.00274725274725275,0,0,154,74,41,0.0521978021978022,0.178571428571429,0.598901098901099,0.142857142857143,0,0.0274725274725275,30.335245,81.648113,54.7177865912718,40.6078234344599,78.6129323676149
"36",7965,1995,50003,40.3003447194701,30.6676678951239,56.2964999751639,262,0.805343511450382,0.156488549618321,0.0381679389312977,0,0,0,150,67,36,0,0,0.755725190839695,0,0.156488549618321,0.0877862595419847,43.035325,73.11146,54.7177865912718,40.6078234344599,78.6129323676149
"37",7966,1995,20133,27.4452222629898,15.5019782983878,46.5675041838479,51,0.980392156862745,0.0196078431372549,0,0,0,0,52,45,20,0,0,0,0,0,1,37.564283,95.315683,54.7177865912718,40.6078234344599,78.6129323676149
"38",7967,1995,42003,37.9211960564183,29.5124020976469,52.1444632156748,365,0.0958904109589041,0.468493150684932,0.334246575342466,0.0767123287671233,0.0246575342465753,0,221,151,91,0.00273972602739726,0.0575342465753425,0.161643835616438,0.772602739726027,0,0.00547945205479452,40.46892,79.98092,54.7177865912718,40.6078234344599,78.6129323676149
"39",7968,1995,56035,35.4069875176506,26.0151628025601,51.1952098281039,97,1,0,0,0,0,0,30,16,8,0,0,0,0,1,0,42.767928,109.91617,54.7177865912718,40.6078234344599,78.6129323676149
"40",7969,1995,13055,32.2893237627757,22.0452607324534,49.3196277269128,58,0.96551724137931,0.0344827586206896,0,0,0,0,67,42,19,0,0,0,0,0,1,34.474179,85.345289,54.7177865912718,40.6078234344599,78.6129323676149
"41",7970,1995,47119,26.8117006211863,14.4175272139734,46.2344593154161,64,0.953125,0.046875,0,0,0,0,55,41,26,0,0,0,0,0,1,35.615696,87.077763,54.7177865912718,40.6078234344599,78.6129323676149
"42",7971,1995,8045,28.8595986553266,17.2187296302965,47.8166384580195,60,0.883333333333333,0.116666666666667,0,0,0,0,60,53,25,0,0,0,0,0,1,39.599352,107.90978,54.7177865912718,40.6078234344599,78.6129323676149
"43",7972,1995,18177,41.5899906088204,35.2404827967006,51.0778353398438,365,0.597260273972603,0.29041095890411,0.104109589041096,0.00821917808219178,0,0,200,105,37,0,0,0,1,0,0,39.863091,85.006735,54.7177865912718,40.6078234344599,78.6129323676149
"44",7973,1995,17119,41.3773455830632,33.8293411685536,53.9750031633568,365,0.150684931506849,0.328767123287671,0.397260273972603,0.123287671232877,0,0,200,154,102,0.00821917808219178,0,0.194520547945205,0.775342465753425,0,0.0219178082191781,38.827082,89.900195,54.7177865912718,40.6078234344599,78.6129323676149
"45",7974,1995,8117,35.7403076454998,26.7613951444916,50.9327150023879,51,0.92156862745098,0.0784313725490196,0,0,0,0,72,44,17,0,0,0,0,0,1,39.621023,106.137555,54.7177865912718,40.6078234344599,78.6129323676149
"46",7975,1995,21157,42.8283947951288,37.4220041887911,50.8993719258046,61,0.950819672131148,0.0491803278688525,0,0,0,0,59,42,22,0,0,0,0,0,1,36.882017,88.332752,54.7177865912718,40.6078234344599,78.6129323676149
"47",7976,1995,50021,31.0242328165612,19.2920186995651,50.2673217766375,365,0.90958904109589,0.0904109589041096,0,0,0,0,92,49,25,0.00547945205479452,0.66027397260274,0,0.293150684931507,0,0.0410958904109589,43.580844,73.038196,54.7177865912718,40.6078234344599,78.6129323676149
"48",7977,1995,35035,31.2800497083297,20.256719274092,49.417637886329,6,1,0,0,0,0,0,20,20,13,0,0,0,0,0,1,32.588776,105.781079,54.7177865912718,40.6078234344599,78.6129323676149
"49",7978,1995,46103,31.9104843020865,21.7169961396297,48.8677772750359,364,0.788461538461538,0.211538461538462,0,0,0,0,99,57,34,0,0,0,0,0,1,44.002349,102.823802,54.7177865912718,40.6078234344599,78.6129323676149
"50",7979,1995,18147,31.1218086257176,20.1710839187251,49.1482017161737,263,0.665399239543726,0.250950570342205,0.0836501901140684,0,0,0,141,94,37,0,0.0304182509505703,0,0.958174904942966,0,0.0114068441064639,38.009789,87.010645,54.7177865912718,40.6078234344599,78.6129323676149
"51",7980,1995,47063,29.7789403448029,18.5058468536162,48.2791833867509,16,0.75,0.1875,0.0625,0,0,0,102,76,33,0,0,0.625,0.375,0,0,36.218397,83.266071,54.7177865912718,40.6078234344599,78.6129323676149
"52",7981,1995,22017,41.8551580825473,34.7542618620764,53.0994022098871,360,0.75,0.186111111111111,0.0583333333333333,0.00555555555555556,0,0,169,87,39,0,0,0.986111111111111,0,0,0.0138888888888889,32.577195,93.882423,54.7177865912718,40.6078234344599,78.6129323676149
"53",7982,1995,22073,29.6376703914521,17.854421375731,48.8653632342821,362,0.740331491712707,0.179558011049724,0.0773480662983425,0.00276243093922652,0,0,151,93,39,0,0,0.953038674033149,0.0138121546961326,0,0.0331491712707182,32.477495,92.154798,54.7177865912718,40.6078234344599,78.6129323676149
"54",7983,1995,39115,27.019677812528,14.4203322565476,46.9401983426056,363,0.680440771349862,0.159779614325069,0.140495867768595,0.0192837465564738,0,0,200,117,30,0,0,0,1,0,0,39.624946,81.861699,54.7177865912718,40.6078234344599,78.6129323676149
"55",7984,1995,6089,34.7958831466739,25.2014608270374,50.9277163962991,339,0.75811209439528,0.171091445427729,0.0707964601769911,0,0,0,143,84,43,0,0,0.967551622418879,0,0,0.0324483775811209,40.760522,122.04355,54.7177865912718,40.6078234344599,78.6129323676149
"56",7985,1995,46099,41.7537629295279,35.3965538415577,51.7926573185406,61,0.983606557377049,0.0163934426229508,0,0,0,0,52,38,19,0,0,0,0,0,1,43.667472,96.795726,54.7177865912718,40.6078234344599,78.6129323676149
"57",7986,1995,4027,42.1185389963224,36.3018059334249,50.7375820175322,186,0.795698924731183,0.17741935483871,0.0268817204301075,0,0,0,143,64,37,0,0,0.82258064516129,0,0,0.17741935483871,32.773942,113.910905,54.7177865912718,40.6078234344599,78.6129323676149
"58",7987,1995,6049,42.2627902908242,34.2311174154754,55.5929277747326,54,0.851851851851852,0.148148148148148,0,0,0,0,62,54,22,0,0,0,0,0,1,41.592919,120.71837,54.7177865912718,40.6078234344599,78.6129323676149
"59",7988,1995,8111,76.9338707698712,65.7398182087429,97.1895212048787,100,1,0,0,0,0,0,35,20,10,0,0,0,0,1,0,37.781075,107.670257,54.7177865912718,40.6078234344599,78.6129323676149
"60",7989,1995,22051,74.4829731517862,63.1384795953222,95.2402180975421,359,0.740947075208914,0.161559888579387,0.0835654596100279,0.0139275766016713,0,0,172,100,38,0,0.225626740947075,0.774373259052925,0,0,0,29.5033,90.036231,54.7177865912718,40.6078234344599,78.6129323676149
"61",7990,1995,35023,52.6985313600557,35.3637830884208,85.4771813137268,364,0.744505494505495,0.156593406593407,0.0906593406593407,0.00824175824175824,0,0,200,100,20,0,0,0,0.934065934065934,0,0.0659340659340659,31.899658,108.745729,54.7177865912718,40.6078234344599,78.6129323676149
"62",7991,1995,29095,64.3987900942449,51.2181339284707,89.1134686864391,365,0.684931506849315,0.254794520547945,0.0602739726027397,0,0,0,136,87,42,0.063013698630137,0.356164383561644,0.454794520547945,0.0684931506849315,0,0.0575342465753425,39.007233,94.342507,54.7177865912718,40.6078234344599,78.6129323676149
"63",7992,1995,34019,51.9300940504369,34.1755278460156,85.3150885190562,364,0.771978021978022,0.118131868131868,0.0714285714285714,0.0357142857142857,0.00274725274725275,0,201,105,32,0,0,1,0,0,0,40.565283,74.91197,54.7177865912718,40.6078234344599,78.6129323676149
"64",7993,1995,42099,81.7609146314987,74.3530619739654,94.2604870295454,364,0.807692307692308,0.131868131868132,0.0521978021978022,0.00824175824175824,0,0,169,80,33,0,0.225274725274725,0.535714285714286,0.206043956043956,0,0.032967032967033,40.39778,77.266328,54.7177865912718,40.6078234344599,78.6129323676149
"65",7994,1995,37003,57.129951733262,40.8008037674885,87.8048162675443,71,1,0,0,0,0,0,48,28,18,0,0,0,0.169014084507042,0,0.830985915492958,35.920951,81.177467,54.7177865912718,40.6078234344599,78.6129323676149
"66",7995,1995,33017,48.8780709092603,31.3604796506912,81.7295838498087,54,1,0,0,0,0,0,44,23,12,0,0,0,0,0,1,43.293177,71.035927,54.7177865912718,40.6078234344599,78.6129323676149
"67",7996,1995,21015,76.0223465259909,64.7400191505432,96.2580790221412,214,0.682242990654206,0.219626168224299,0.0934579439252336,0.00467289719626168,0,0,195,100,44,0,0,1,0,0,0,38.974595,84.731444,54.7177865912718,40.6078234344599,78.6129323676149
"68",7997,1995,30063,57.323573351571,41.4331307973721,87.2025352501063,365,0.893150684931507,0.106849315068493,0,0,0,0,84,51,32,0.723287671232877,0,0,0,0,0.276712328767123,47.027263,113.892681,54.7177865912718,40.6078234344599,78.6129323676149
"69",7998,1995,22071,78.1942016813843,68.0802558822185,96.1019254332306,365,0.761643835616438,0.219178082191781,0.0191780821917808,0,0,0,133,70,40,0.0493150684931507,0.534246575342466,0.402739726027397,0,0,0.0136986301369863,30.068636,89.939007,54.7177865912718,40.6078234344599,78.6129323676149
"70",7999,1995,41047,59.9094709649533,45.8967924935178,86.5250027807283,277,0.877256317689531,0.111913357400722,0.0108303249097473,0,0,0,105,52,33,0.642599277978339,0,0.357400722021661,0,0,0,44.900898,122.57626,54.7177865912718,40.6078234344599,78.6129323676149
"71",8000,1995,34029,80.2745607623178,71.8791001020861,94.2571399345135,364,0.736263736263736,0.153846153846154,0.0631868131868132,0.0302197802197802,0.0164835164835165,0,244,112,37,0.162087912087912,0,0.837912087912088,0,0,0,39.86585,74.263027,54.7177865912718,40.6078234344599,78.6129323676149
"72",8001,1995,45015,79.252364542782,69.8727243868497,94.812444171724,360,0.902777777777778,0.0833333333333333,0.0138888888888889,0,0,0,136,50,32,0,0,1,0,0,0,33.2077,79.953655,54.7177865912718,40.6078234344599,78.6129323676149
